pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
4437250,1,3,3,1,41,11,41,0,0,1,18,18,18,18,1,1,1,1,48,18,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,1,9,3,0,28,0,0,1,1,1,10,1,2,1
1951988,2,1,1,1,10,7,10,0,0,1,5,5,5,5,1,1,1,1,6,6,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,3,0,0,1,1,0,2,1,2,1
9606116,2,1,1,1,14,4,14,0,0,1,3,3,3,3,1,1,1,1,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,4,0,2,0,1,0,1,1,2,3
2601738,1,1,1,1,9,7,9,0,0,1,4,4,4,4,1,1,1,1,4,4,1,2,2,1,1,2,1,9,9,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,1,0,0,1,0,0,1,1,2
8408993,1,1,1,1,15,3,15,0,0,1,4,4,4,4,1,1,1,1,4,4,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,1,2,3
1504123,3,3,3,1,13,7,13,0,0,1,9,9,9,9,0,0,3,3,9,12,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,2,1,1,1,1,2,1
3550578,3,4,2,1,12,6,3,6,3,1,0,0,4,4,0,0,1,1,0,5,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,1,0,1,1,2,1
5408630,1,1,1,1,34,8,34,0,0,1,12,12,12,12,4,4,4,4,16,16,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,33,0,9,1,16,4,7,1,2,1
1759404,3,3,2,1,6,2,5,1,0,1,6,6,0,0,1,1,0,0,7,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,1
5263888,3,3,3,1,15,2,13,2,0,1,7,7,0,0,1,1,0,0,7,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,2
1219421,3,2,2,1,5,1,5,0,0,1,8,8,0,0,1,1,0,0,4,0,1,1,1,1,2,2,2,1,1,1,9,9,9,1,1,1,1,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,1,1,0,1,1,1,1
8520590,3,2,2,1,12,13,12,0,0,1,10,10,0,0,4,4,0,0,9,0,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,1,1,2,3
3782932,3,1,1,1,12,15,8,4,0,1,4,4,4,4,1,1,1,1,9,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,1,0,1,1,2,1
9403108,3,1,1,1,13,8,12,0,1,1,0,0,12,12,0,0,1,1,0,13,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,12,0,0,0,0,0,1,1,2,1
4627373,3,1,1,1,35,3,23,9,3,1,5,5,4,4,1,1,1,1,12,5,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,41,2,0,1,0,1,1,2,1,2,1
4950976,2,1,1,1,40,9,40,0,0,1,5,5,9,9,1,1,1,1,21,9,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,0,1,1,1,1,3,1,2,1
3974761,3,2,2,3,19,5,9,8,2,1,8,6,9,9,2,2,4,4,4,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,7,0,0,0,1,0,2,1,2,1
9590011,2,1,1,1,5,1,5,0,0,1,3,3,1,1,1,1,1,1,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,3,0,0,0,0,1,1,1,2,3
5068059,1,1,1,1,10,4,10,0,0,1,4,4,4,4,1,1,1,1,5,5,1,2,2,1,2,2,1,9,9,1,9,9,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,8,0,0,0,1,1,2,1,1,1
2001832,1,3,3,1,20,12,20,0,0,1,12,12,14,14,3,3,3,3,8,17,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,14,0,8,0,8,1,4,1,2,3
3055880,3,1,0,1,16,9,16,0,0,1,5,5,5,5,1,1,1,1,4,5,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,6,1,0,0,1,0,0,1,1,2,1
3062893,3,1,0,1,15,7,15,0,0,1,5,5,4,4,1,1,1,1,6,5,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,33,11,0,2,1,1,1,2,1,1,1
8747959,3,3,3,1,70,41,70,0,0,1,50,50,0,0,6,6,0,0,51,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,4,4,4,2,2,2,4,4,1,1,1,0,90,20,0,2,2,1,2,4,1,2,1
1315695,3,6,0,1,52,63,52,0,0,1,41,41,0,0,5,5,0,0,46,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,4,4,4,2,2,4,4,4,2,1,1,0,86,11,0,3,1,0,0,3,1,2,1
5527967,3,2,2,1,43,15,28,15,0,1,0,0,36,23,0,0,1,1,0,16,1,2,1,1,2,2,2,9,1,1,9,9,9,3,1,1,2,1,2,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,1,1,2,1
1434491,3,4,3,1,27,18,0,21,6,1,0,0,25,25,0,0,1,1,0,18,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,40,1,0,0,0,1,2,1,1,2,1
7144541,3,1,0,1,11,5,11,0,0,1,7,7,0,0,1,1,0,0,5,0,1,2,1,1,1,2,2,9,1,1,1,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,24,11,0,3,1,0,1,2,1,2,1
6222656,1,3,3,1,138,111,138,0,0,1,48,48,61,61,1,1,1,1,54,62,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,1,4,1,1,9,53,0,300,0,151,2,99,4,30,1,1,1
7049504,1,1,1,1,78,23,78,0,0,1,13,13,11,11,2,2,2,2,15,28,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,1,1,4,1,1,1,1,9,10,20,116,0,116,1,63,4,16,1,1,1
9456542,1,1,1,1,60,15,60,0,0,1,15,15,15,15,5,5,5,5,18,15,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,0,100,0,11,1,60,2,5,1,1,1
9030503,3,2,2,1,38,18,38,0,0,1,20,20,20,20,1,1,1,1,10,10,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,4,4,4,2,4,1,1,4,1,1,1,0,50,32,0,2,2,1,2,5,1,1,1
7636916,3,6,6,1,55,43,55,0,0,1,62,54,62,54,14,12,14,12,76,48,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,0,102,9,0,6,2,1,2,7,1,1,1
6810100,3,4,0,1,10,13,10,0,0,1,0,0,3,3,0,0,1,1,0,3,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,4,4,4,1,4,4,1,4,1,1,1,3,19,4,0,1,1,3,3,2,1,1,1
7905503,3,2,2,1,30,7,18,12,0,1,6,6,0,0,2,2,0,0,12,0,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,2,2,2,1,9,1,1,1,1,4,4,4,4,4,4,4,4,4,2,2,1,0,1,0,0,0,0,0,0,1,2,3
9659602,3,3,0,1,52,19,52,0,0,1,47,47,0,0,2,2,0,0,35,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,4,4,4,4,4,4,4,4,1,1,1,0,64,5,0,10,1,1,3,5,1,2,1
5481497,1,1,1,1,17,7,17,0,0,1,4,4,4,4,1,1,1,1,5,5,1,2,1,1,1,2,2,9,1,1,1,9,9,1,1,1,2,1,1,1,1,9,2,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,6,0,0,0,1,1,2,1,2,3
6865095,2,1,1,1,9,5,9,0,0,1,3,3,3,3,1,1,1,1,4,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,2,2,0,1,1,1,1,2,1,1,2
1322953,3,2,2,1,28,3,28,0,0,1,12,12,0,0,3,3,0,0,12,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,0,0,0,1,2,1
1541109,2,1,1,1,11,11,11,0,0,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,3,0,0,0,0,0,1,1,2,3
7329748,2,2,0,1,5,5,5,0,0,1,3,3,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,6,0,0,0,1,0,1,1,2,1
2353462,3,3,3,1,31,5,0,31,0,1,0,0,21,21,0,0,2,2,0,3,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,1,1,1,1,2,1
8048084,3,1,1,1,10,8,10,0,0,1,19,19,0,0,1,1,0,0,16,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,1,1,0,1,1,2,1
1907537,3,1,1,1,24,6,24,0,0,1,0,0,18,18,0,0,3,3,0,8,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,0,11,0,0,1,1,1,2,1
4846436,3,3,3,1,11,3,4,2,5,1,8,8,0,0,1,1,0,0,9,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,1,1,1,1,3
8217271,3,1,1,3,23,13,23,0,0,1,0,0,10,10,0,0,3,3,0,12,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,11,0,0,1,0,0,1,1,2,1
9465237,3,1,1,1,7,7,7,0,0,1,6,6,0,0,1,1,0,0,9,0,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,1,0,0,1,1,1,1
6831104,2,2,2,1,21,9,21,0,0,1,7,7,9,9,2,2,2,2,8,8,1,2,2,1,1,2,1,9,9,1,1,9,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,26,0,4,0,1,1,1,1,2,1
6666214,1,1,1,1,40,17,40,0,0,1,0,0,30,30,0,0,1,1,0,31,1,2,2,1,1,2,1,9,9,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,1,1,1,9,4,0,77,0,56,1,37,2,13,1,1,1
8225039,2,2,2,1,12,5,12,0,0,1,3,3,2,2,1,1,1,1,3,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,6,0,0,1,0,1,2,1,2,3
1907757,2,1,0,1,10,9,10,0,0,1,4,4,3,3,1,1,1,1,5,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,13,0,0,1,0,0,2,1,2,3
8786748,3,2,2,1,16,6,16,0,0,1,6,6,6,6,1,1,1,1,6,7,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,20,14,0,1,1,1,1,3,1,2,1
2537525,2,3,3,1,31,18,31,0,0,1,12,12,12,12,1,1,1,1,6,6,1,2,2,1,2,2,1,9,9,1,9,9,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,4,1,1,1,1,1,1,1,9,1,1,58,0,5,1,5,1,7,1,1,1
6905166,1,1,1,1,27,12,27,0,0,1,10,8,15,12,3,2,3,2,15,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,1,9,2,0,20,0,0,1,1,2,4,1,2,3
5549477,1,2,2,1,18,11,18,0,0,1,11,11,5,5,1,1,1,1,12,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,1,4,1,1,9,2,1,31,100,25,1,12,1,4,1,2,1
2195663,3,3,0,1,32,4,32,0,0,1,15,15,0,0,1,1,0,0,15,0,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,4,4,4,2,2,4,4,4,4,2,2,0,55,4,0,0,1,0,1,4,1,2,1
7669558,3,1,1,1,27,27,27,0,0,1,37,37,0,0,1,1,0,0,32,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,4,4,4,4,4,2,4,4,4,1,2,0,20,4,0,1,0,1,1,4,1,2,1
3002681,3,3,3,1,37,33,0,37,0,1,0,0,22,22,0,0,1,1,0,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,4,4,4,2,4,4,2,4,4,1,1,0,64,6,0,3,1,0,2,5,1,2,1
9395417,2,1,1,1,11,2,11,0,0,1,3,3,6,6,1,1,1,1,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,4,0,0,0,0,0,1,1,1,3
8359239,3,2,2,1,27,20,27,0,0,1,26,26,20,20,3,3,3,3,18,18,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,2,0,4,0,1,1,2,1
6083875,1,1,1,1,10,22,10,0,0,1,10,10,10,10,1,1,1,1,10,10,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,17,0,2,1,3,3,3,1,2,1
1282820,2,1,1,1,24,8,24,0,0,1,3,3,9,9,1,1,1,1,11,9,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,1,25,0,3,0,1,1,5,1,2,3
2847791,3,1,1,1,12,4,12,0,0,1,0,0,7,7,0,0,4,4,0,7,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,1,1,0,1,1,2,1
6521086,3,1,1,1,11,10,11,0,0,1,0,0,14,14,0,0,1,1,0,15,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,1,0,0,1,1,2,1
2228943,3,1,1,1,7,7,7,0,0,1,0,0,9,9,0,0,3,3,0,6,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,40,4,0,0,0,0,0,1,1,2,1
3013262,3,1,1,1,14,3,14,0,0,1,2,2,2,2,1,1,1,1,3,3,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,10,0,1,0,1,2,0,1,1,2
7603019,3,1,1,1,14,2,14,0,0,1,12,12,12,12,1,1,1,1,12,12,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,1,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,40,2,0,0,0,1,1,1,1,2,1
4735147,3,1,1,1,16,2,16,0,0,1,0,0,12,12,0,0,4,4,0,16,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,0,1,1,0,0,0,0,0,2,1,2,1
8475430,3,3,2,1,19,4,19,0,0,1,3,3,4,4,1,1,1,1,3,3,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,1,0,1,1,2,2
8301844,1,1,1,1,38,6,38,0,0,1,5,5,6,6,1,1,1,1,20,8,1,2,2,1,2,2,1,9,9,1,9,9,1,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,3,18,0,3,0,3,1,1,1,2,2
5294973,2,1,1,1,5,2,5,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,9,1,1,9,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,5,0,0,0,1,0,1,1,2,3
9739771,3,1,1,1,10,6,10,0,0,1,6,6,0,0,1,1,0,0,9,0,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,4,1,0,1,1,1,1,1,1,2,1
8604466,3,4,4,1,28,3,28,0,0,1,0,0,5,5,0,0,1,1,0,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,1
4806652,3,1,1,1,11,2,6,5,0,1,3,3,4,4,1,1,1,1,3,5,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,1
5703112,3,2,1,1,14,5,7,7,0,1,6,4,6,4,1,1,1,1,10,9,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,3,1,0,1,0,1,1,1,1,2,1
6373339,2,1,1,1,5,3,5,0,0,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,2,0,2,0,1,0,2,1,2,3
6910681,2,2,2,1,16,6,16,0,0,1,6,6,5,5,1,1,1,1,7,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,15,0,15,0,3,0,2,1,2,3
3963662,2,1,1,1,5,2,5,0,0,1,3,3,3,3,1,1,1,1,4,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,3
1636006,2,1,1,1,14,6,14,0,0,1,4,4,4,4,1,1,1,1,5,5,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,0,0,0,1,0,2,1,1,1
7391443,2,1,1,1,9,2,9,0,0,2,3,3,3,3,1,1,1,1,1,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,2,2,0,2,1,0,0,1,1,2,3
8308800,2,1,1,1,12,5,12,0,0,1,3,3,3,3,1,1,1,1,3,3,1,1,1,1,1,2,1,1,1,1,1,9,1,1,1,1,2,1,1,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,10,0,10,0,1,1,1,1,2,1
8144977,2,1,1,1,22,6,22,0,0,1,6,6,6,6,1,1,1,1,7,7,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,22,0,0,1,0,0,2,1,1,1
5074039,2,1,1,1,30,12,30,0,0,1,4,4,6,6,2,2,2,2,10,7,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,20,0,0,1,3,3,2,1,1,1
4673237,1,2,2,1,29,13,24,5,0,1,0,0,11,11,0,0,1,1,0,12,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,1,4,4,1,1,0,0,12,0,0,1,0,1,4,1,2,3
6299892,2,1,1,1,30,13,30,0,0,1,20,20,15,15,4,4,3,3,18,6,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,2,4,4,4,1,1,9,0,0,22,0,20,2,5,3,2,1,2,1
3962144,3,2,1,1,73,27,73,0,0,1,2,2,60,60,4,4,1,1,4,60,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,4,4,2,4,1,1,1,0,116,11,0,3,1,10,1,1,1,1,1
6873343,3,1,1,1,41,16,41,0,0,1,15,15,0,0,5,5,0,0,25,0,1,1,2,1,1,2,2,2,9,1,1,9,9,1,1,1,3,1,1,1,1,9,1,1,1,1,1,1,1,2,4,2,4,4,1,1,2,3,0,26,100,25,1,25,2,5,1,1,1
9225425,3,7,5,1,66,19,66,0,0,1,3,3,3,3,1,1,1,1,3,4,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,4,1,4,4,1,4,1,1,1,0,67,22,0,0,2,6,2,2,1,2,1
2810243,3,2,2,1,36,15,25,11,0,1,26,26,0,0,1,1,0,0,27,0,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,3,1,2,2,1,9,1,1,1,1,1,1,1,2,4,2,4,4,2,1,1,0,59,4,0,1,1,1,1,2,1,1,1
8143185,3,4,4,1,40,41,40,0,0,1,0,0,62,62,0,0,8,8,0,70,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,4,4,4,2,4,2,1,4,4,1,1,0,67,5,0,0,4,0,1,4,1,2,1
5533317,3,6,0,1,50,21,50,0,0,1,6,6,18,18,2,2,1,1,12,1,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,2,2,2,4,4,2,1,4,2,1,1,3,84,3,0,0,0,0,4,3,1,2,1
6963007,1,2,1,1,9,4,9,0,0,1,3,3,3,3,1,1,1,1,4,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,10,9,0,0,1,0,0,1,1,1,1
3035741,3,2,1,1,18,2,0,10,8,1,0,0,14,14,0,0,1,1,0,8,1,2,2,1,2,2,2,9,9,1,9,9,9,2,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,40,2,0,1,1,1,1,3,1,2,1
4353963,3,1,1,1,6,11,6,0,0,1,4,4,5,5,1,1,1,1,4,5,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,1,0,1,1,1,2,1
2260698,3,2,2,1,6,5,6,0,0,1,2,2,1,1,1,1,1,1,5,5,1,1,2,1,1,2,2,1,9,1,1,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,12,0,0,0,1,0,1,1,2,1
