pseudocode,building_status,no_building_blocks,pucca_building_blocks,boundary_wall,total_class_rooms,other_rooms,classrooms_in_good_condition,classrooms_needs_minor_repair,classrooms_needs_major_repair,separate_room_for_hm,total_boys_toilet,total_boys_func_toilet,total_girls_toilet,total_girls_func_toilet,total_boys_cwsn_toilet,func_boys_cwsn_friendly,total_girls_cwsn_toilet,func_girls_cwsn_friendly,urinal_boys,urinal_girls,handwash_near_toilet,hand_pump_yn,well_prot_yn,tap_yn,othsrc_yn,well_unprot_yn,pack_water_yn,hand_pump_fun_yn,well_prot_fun_yn,tap_fun_yn,othsrc_fun_yn,well_unprot_fun_yn,pack_water_fun_yn,rain_water_harvesting,handwash_facility_for_meal,electricity_availability,solar_panel,library_availability,book_bank,reading_corner,playground_available,playground_alt_yn,medical_checkups,availability_ramps,availability_of_handrails,furniture_availability,phy_lab_cond,chem_lab_cond,bio_lab_cond,math_lab_cond,lang_lab_cond,geo_lab_cond,home_sc_lab_cond,psycho_lab_cond,comp_lab_cond,comp_ict_lab_yn,ict_lab_yn,laptop,tablet,desktop,digiboard,teachdev_tot,server_tot,smart_class_tv_tot,projector,printer,internet,dth,spl_educator_yn
7002004,1,2,2,1,9,5,9,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,9,9,1,1,9,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,6,0,0,0,1,0,1,1,2,1
3563611,1,1,1,1,6,7,6,0,0,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,1,0,6,0,2,1,1,1,1,1,2,1
9358741,2,1,1,1,13,15,13,0,0,1,6,6,6,6,1,1,1,1,7,7,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,12,0,8,0,0,1,3,1,1,1
7576268,1,1,1,1,70,15,70,0,0,1,16,16,16,16,8,8,8,8,16,24,1,2,1,1,1,2,1,9,1,1,1,9,1,1,1,1,1,1,2,2,1,9,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,5,1,17,1000,43,2,38,24,9,1,2,1
5162392,3,2,2,1,26,17,26,0,0,1,6,6,4,4,1,1,1,1,3,3,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,2,2,2,3,3,1,1,2,0,0,36,10,16,1,16,16,6,1,1,3
2619913,3,2,1,1,19,14,19,0,0,1,6,6,3,3,1,1,1,1,12,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,2,2,2,2,4,2,2,4,2,1,1,0,10,17,0,1,1,0,1,4,1,2,1
4301878,3,3,3,1,67,18,67,0,0,1,34,34,39,39,1,1,1,1,48,40,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,4,4,4,1,1,4,1,4,1,1,1,0,0,11,0,0,1,0,1,1,1,2,1
1361013,1,4,2,1,94,30,94,0,0,1,40,40,45,45,1,1,1,1,41,46,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,1,9,30,50,141,1500,65,1,65,14,22,1,1,1
8388288,2,1,1,1,20,5,20,0,0,1,9,9,6,6,9,9,6,6,8,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,25,0,0,1,19,1,1,1,2,1
4602253,1,1,1,1,7,14,7,0,0,1,4,4,4,4,1,1,1,1,4,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,12,0,0,1,0,1,1,1,2,3
8206069,1,1,1,1,12,10,12,0,0,1,4,4,4,4,2,2,2,2,6,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,2,1,4,4,4,4,4,4,2,4,4,1,1,0,0,1,0,0,1,0,1,1,1,2,3
7107380,1,4,4,1,23,15,23,0,0,1,10,10,0,0,1,1,0,0,14,0,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,4,4,4,4,4,4,1,1,0,20,10,0,1,1,4,1,3,1,2,2
2259805,3,1,0,3,22,7,17,5,0,1,2,2,0,0,1,1,0,0,3,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,4,4,4,4,4,1,4,4,2,1,1,0,43,14,0,11,1,0,4,3,1,2,1
4954577,3,2,2,1,12,9,12,0,0,1,18,18,0,0,2,2,0,0,18,0,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,1,0,1,2,1,2,1
2859021,3,1,1,1,20,5,20,0,0,1,0,0,7,7,0,0,1,1,0,10,1,1,2,1,2,2,2,1,9,1,9,9,9,3,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,11,1,3,4,1,1,2,1
7391789,2,1,1,1,12,3,12,0,0,1,2,2,7,7,1,1,1,1,2,2,1,2,1,1,1,2,2,9,1,1,1,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,0,1,1,1,1,2,3
2505545,3,2,2,1,6,5,5,1,0,1,11,11,6,6,1,1,1,1,5,5,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,1
9605605,1,1,1,1,7,7,7,0,0,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,1,9,1,1,9,9,1,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,9,2,0,4,0,0,1,0,0,1,1,2,3
5533792,1,2,0,1,61,41,61,0,0,1,18,18,18,18,1,1,1,1,15,5,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,4,4,4,3,1,1,9,2,0,45,0,0,2,49,1,10,1,2,1
6592752,1,3,3,1,21,12,21,0,0,1,8,8,10,10,2,2,2,2,5,5,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,40,0,26,0,0,4,13,1,8,1,1,1
3422070,1,2,1,1,6,6,6,0,0,1,3,3,3,3,3,3,3,3,3,3,1,2,2,1,1,2,2,9,9,1,1,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,4,0,1,1,1,1,1,1,2,3
5182127,2,1,1,1,15,8,15,0,0,1,5,5,4,4,1,1,1,1,6,5,1,2,2,1,2,2,1,9,9,1,9,9,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,5,0,15,0,2,0,2,2,2,1,1,3
1178144,2,1,1,1,10,6,10,0,0,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,6,0,0,0,1,1,1,1,1,1
5240639,2,1,1,1,5,3,5,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,2,0,0,0,0,0,1,1,2,3
6024889,2,1,1,1,38,15,38,0,0,1,20,20,17,17,1,1,1,1,28,15,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,3,0,40,0,0,3,1,2,3,1,2,1
3241045,3,1,1,1,2,1,2,0,0,1,0,0,2,2,0,0,1,1,0,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,9,0,1,1,0,0,0,0,0,1,1,2,1
8205980,3,2,1,1,6,9,4,2,0,1,2,2,0,0,2,2,0,0,4,0,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,1,1,0,1,1,1,3
5101296,3,2,2,1,7,1,7,0,0,1,5,5,5,5,1,1,1,1,8,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,1,0,0,1,1,2,1
1968838,3,2,1,1,5,5,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,6,0,0,0,0,0,1,1,2,1
3257733,3,1,1,2,18,7,18,0,0,1,6,6,6,6,3,3,3,3,6,6,1,2,2,1,1,2,2,9,9,1,1,9,9,2,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,1,0,0,0,1,0,1,1,2,1
2013234,1,1,1,1,14,7,14,0,0,1,5,5,5,5,1,1,1,1,6,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,19,0,16,0,9,16,1,1,2,1
4509359,2,1,1,1,6,4,6,0,0,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,1,2,0,0,0,0,1,1,1,1,3
8138039,1,2,0,1,25,9,25,0,0,1,4,4,4,4,2,2,2,2,6,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,2,0,1,1,1,1,1,1,1,3
3692764,2,3,3,1,13,11,13,0,0,1,8,8,7,7,1,1,1,1,9,6,1,1,2,1,1,2,2,1,9,1,1,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,10,0,0,0,0,0,3,1,1,2
6511982,2,1,1,1,35,14,35,0,0,1,3,3,4,4,1,1,1,1,3,4,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,3,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,20,0,0,0,1,1,3,1,1,1
7808503,2,1,1,1,8,7,8,0,0,1,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,5,0,0,0,0,0,1,1,2,3
5683061,2,1,1,1,12,5,12,0,0,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,1,2,2,9,9,1,1,9,9,2,1,1,2,1,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,4,0,4,1,1,0,1,1,1,3
6424290,1,1,1,1,51,92,51,0,0,1,0,0,3,3,0,0,3,3,0,25,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,4,4,4,4,1,1,9,59,0,124,100,93,0,44,57,12,1,2,1
2117093,2,1,1,1,21,8,21,0,0,1,0,0,7,7,0,0,1,1,0,8,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,4,4,1,1,4,4,1,4,1,1,2,0,0,11,0,0,0,0,1,1,1,2,3
2465050,3,6,3,1,38,23,38,0,0,1,28,28,28,28,28,28,28,28,28,28,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,4,4,1,1,2,1,0,108,1200,30,0,11,23,8,1,1,3
6903332,1,2,2,1,73,17,73,0,0,1,36,36,32,32,1,1,1,1,37,33,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,3,3,3,1,1,9,6,1,60,0,54,3,54,2,10,1,1,1
2320171,3,3,0,1,65,30,65,0,0,1,6,6,19,19,1,1,2,2,8,21,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,4,4,1,4,4,1,1,3,86,7,0,12,1,0,6,5,1,2,1
8128281,3,3,3,1,37,11,37,0,0,1,0,0,34,34,0,0,8,8,0,4,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,0,54,14,0,0,1,1,1,4,1,1,1
5813516,1,2,2,1,44,15,44,0,0,1,32,32,20,20,19,19,10,10,33,32,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,1,1,1,1,1,4,4,1,1,1,9,3,0,60,0,0,0,31,3,7,1,2,1
8211691,1,3,3,1,28,10,28,0,0,1,9,9,9,9,1,1,1,1,10,6,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,3,4,4,4,1,1,9,2,1,20,0,20,2,0,0,4,1,1,3
6845165,1,6,4,1,28,10,11,14,3,1,6,6,6,6,1,1,1,1,8,6,1,1,2,1,1,2,1,1,9,1,1,9,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,2,4,4,4,4,1,1,9,1,0,25,0,0,2,1,0,4,1,2,2
6070823,1,2,2,1,37,16,37,0,0,1,15,15,15,15,1,1,1,1,27,16,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,4,4,4,2,4,2,4,4,1,1,9,10,0,38,0,31,1,31,31,5,1,1,1
5726098,2,2,2,1,34,22,34,0,0,1,9,9,15,15,1,1,1,1,15,16,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,1,4,4,4,1,1,9,2,0,35,0,0,1,1,3,10,1,1,1
1027882,3,3,3,1,49,47,49,0,0,1,8,8,25,25,1,1,5,5,9,30,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,4,4,4,1,4,4,1,4,1,1,1,0,82,11,0,0,1,1,1,3,1,2,1
3924709,3,4,4,1,21,22,21,0,0,1,19,19,25,25,6,6,6,6,16,31,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,3,3,3,2,3,3,1,3,3,1,1,0,32,2,500,0,1,2,1,1,1,2,1
5478829,3,3,1,1,39,28,39,0,0,1,40,40,14,14,1,1,1,1,40,14,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,4,1,4,4,1,1,1,0,58,3,0,10,1,0,2,3,1,2,1
1568103,3,2,0,1,22,10,22,0,0,1,6,6,0,0,1,1,0,0,6,0,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,4,4,4,4,4,4,4,4,2,1,1,0,45,4,0,0,1,2,1,4,1,2,1
1703414,3,3,1,1,25,55,25,0,0,1,22,22,0,0,1,1,0,0,22,0,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,3,3,1,3,3,1,1,1,0,45,5,0,0,0,3,2,4,1,2,1
5044675,4,3,3,6,4,4,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,0,1,0,0,1,1,2,1
8878931,3,1,1,1,17,4,13,4,0,1,11,11,0,0,3,3,0,0,18,0,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,1,0,1,1,2,1
4101381,3,2,2,1,21,2,21,0,0,1,0,0,7,7,0,0,4,4,0,4,1,1,2,1,1,2,1,1,9,1,1,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,1,1,1,1,1,1,1
8926508,3,1,1,1,19,14,19,0,0,1,9,9,0,0,1,1,0,0,9,0,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,0,0,1,1,2,2
8831621,3,4,0,1,10,4,0,10,0,1,2,2,6,6,1,1,1,1,1,7,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,6,0,0,1,0,0,1,1,2,1
8924430,3,2,2,1,15,4,15,0,0,1,0,0,16,12,0,0,1,1,0,17,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,2,0,0,0,0,0,0,0,0,0,1,2,0,2,11,0,10,1,0,0,1,1,2,1
8706255,2,1,1,1,15,25,15,0,0,1,5,5,5,5,3,3,2,2,8,7,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,5,0,0,0,4,4,1,1,2,1
3867954,2,1,1,1,20,8,20,0,0,1,4,4,3,3,1,1,1,1,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,11,0,0,0,0,1,2,1,2,3
1484849,2,1,1,1,40,8,40,0,0,1,5,5,5,5,1,1,1,1,6,5,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,10,0,0,1,0,0,1,1,2,1
8311460,1,2,2,1,16,16,16,0,0,1,6,6,4,4,1,1,1,1,6,5,1,2,2,1,2,2,1,9,9,1,9,9,1,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,2,16,0,1,1,2,0,2,1,1,3
8964601,2,3,3,1,40,12,0,32,8,1,6,6,4,4,1,1,1,1,6,5,1,2,2,1,1,2,1,9,9,1,1,9,1,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,0,10,0,4,1,0,1,4,1,2,1
2530807,2,2,2,1,16,4,16,0,0,2,4,4,4,4,1,1,1,1,3,3,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,3,0,0,1,1,0,1,1,2,3
8339566,1,1,1,1,20,18,20,0,0,1,6,6,6,6,1,1,1,1,7,7,1,1,2,1,2,2,2,1,9,1,9,9,9,3,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,0,8,0,0,0,1,0,3,1,2,3
6535766,2,2,2,1,10,14,10,0,0,1,3,3,2,2,1,1,1,1,4,3,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,2,1,10,0,10,2,1,1,4,1,1,1
9037334,3,3,3,1,19,10,19,0,0,2,17,17,0,0,2,2,0,0,22,0,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,27,3,30,0,0,0,1,3,1,2,1
3808374,3,3,3,1,30,10,30,0,0,1,7,7,11,11,1,1,1,1,8,12,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,4,4,4,4,4,4,2,4,4,1,1,0,51,15,0,3,1,1,1,4,1,2,1
1005431,3,6,1,1,22,30,22,0,0,1,14,14,0,0,1,1,0,0,15,0,1,1,2,1,1,2,1,1,9,1,1,9,1,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,4,1,4,4,1,1,1,0,36,14,0,11,1,3,1,2,1,2,1
9889780,3,1,1,1,47,10,47,0,0,1,20,20,32,32,3,2,3,2,20,32,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,2,2,4,4,1,4,4,1,1,0,20,3,0,0,1,0,1,4,1,2,1
4973569,3,5,0,3,41,28,41,0,0,1,48,48,38,38,2,2,1,1,56,38,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,4,1,1,4,1,1,1,8,56,5,0,3,1,1,4,4,1,2,1
7404596,2,2,2,1,33,7,33,0,0,1,6,6,10,10,1,1,1,1,7,11,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,4,4,4,4,1,1,9,0,0,15,0,0,0,1,1,1,1,2,3
6101240,1,1,1,1,20,9,20,0,0,1,3,3,5,5,1,1,1,1,13,5,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,4,4,4,4,4,1,1,9,0,0,34,0,1,1,9,6,6,1,2,1
3727987,1,3,3,1,21,37,21,0,0,1,7,7,14,14,1,1,1,1,8,15,1,2,2,1,1,2,2,9,9,1,1,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,4,4,4,4,4,4,4,4,1,1,9,0,40,3,0,19,4,4,1,3,1,2,1
6809907,1,2,2,1,66,13,66,0,0,1,36,36,48,48,4,4,8,8,44,48,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,1,1,1,1,1,1,2,2,1,1,9,4,0,60,0,4,0,4,4,2,1,2,1
8172936,3,2,2,1,33,8,33,0,0,1,0,0,11,11,0,0,1,1,0,11,1,2,2,1,1,2,2,9,9,1,1,9,9,2,1,1,2,1,1,1,1,9,1,1,1,2,4,4,4,4,4,1,1,4,4,1,1,0,95,4,0,0,1,1,1,2,1,2,1
4178885,3,2,1,1,17,4,15,2,0,1,1,1,0,0,1,1,0,0,8,0,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,1,1,2,1
1319819,2,3,3,1,7,3,7,0,0,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,1,0,0,0,0,0,1,1,1,2
7722981,1,1,1,1,8,3,8,0,0,1,2,2,2,2,1,1,1,1,2,2,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,5,24,0,5,0,1,1,2,1,2,1
3538073,2,1,1,1,6,5,6,0,0,1,2,2,2,2,1,1,1,1,4,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,2,0,0,1,1,1,2,1,2,3
5007035,2,1,1,1,10,15,10,0,0,1,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,2,6,0,0,0,1,0,2,1,2,3
5563783,3,3,3,1,11,9,11,0,0,1,2,2,2,2,1,1,1,1,6,2,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,0,0,1,1,1,1,2,1
9584570,3,3,3,1,25,3,10,5,10,1,3,3,0,0,1,1,0,0,7,0,1,1,2,1,2,2,2,1,9,1,9,9,9,3,1,1,1,1,1,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,0,1,0,1,1,2,1
6839257,3,1,1,1,16,6,16,0,0,1,15,15,18,18,1,1,1,1,15,18,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,2,2,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,1,1,0,0,1,1,0,1,1,2,3
4347118,3,2,2,1,17,4,17,0,0,1,4,4,6,6,1,1,1,1,5,4,1,1,2,1,2,2,2,1,9,1,9,9,9,1,1,1,1,1,2,2,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,2,9,0,40,1,0,0,0,1,1,1,1,2,1
5558728,1,3,3,1,7,4,7,0,0,1,2,2,2,2,1,1,1,1,1,3,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,2,1,0,0,0,0,0,0,0,0,0,1,9,3,0,1,0,1,1,1,1,1,1,2,3
4743835,1,2,2,1,30,20,30,0,0,1,9,9,6,6,3,3,3,3,12,9,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,4,4,4,1,1,1,9,1,0,62,12,0,0,30,1,13,1,1,1
2742746,1,1,1,1,68,20,68,0,0,1,0,0,3,3,0,0,1,1,0,4,1,2,2,1,2,2,1,9,9,1,9,9,1,1,1,1,1,1,1,1,1,9,1,1,1,1,1,1,1,1,1,1,4,1,1,1,9,2,2,240,15,75,4,68,75,17,1,1,1
8443846,1,1,1,1,57,8,57,0,0,1,3,3,3,3,1,1,1,1,3,4,1,2,1,1,2,2,2,9,1,1,9,9,9,1,1,1,2,1,1,1,1,9,1,1,1,1,1,1,1,1,2,4,4,2,1,1,9,1,0,36,0,0,1,51,51,6,1,2,3
1879078,3,1,1,1,7,5,7,0,0,2,0,0,12,12,0,0,4,4,0,4,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,1,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,0,0,2,0,0,0,1,1,1,1,2,1
1116076,3,1,1,1,12,3,7,2,3,1,4,4,4,4,2,2,2,2,7,6,1,2,2,1,2,2,2,9,9,1,9,9,9,3,1,1,1,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,0,41,2,0,0,0,2,1,0,1,2,1
8137875,2,2,2,1,13,5,13,0,0,1,3,3,3,3,1,1,1,1,1,1,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,1,9,1,1,1,1,0,0,0,0,0,0,0,0,0,1,9,1,1,6,0,0,0,3,1,1,1,2,3
2450291,2,1,1,1,10,5,10,0,0,1,4,4,3,3,1,1,1,1,9,8,1,2,2,1,2,2,2,9,9,1,9,9,9,1,1,1,2,1,2,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,2,9,1,0,1,0,1,0,0,0,1,1,1,3
