_id,pseudocode,state,district,rural_urban,lgd_urban_local_body_name,lgd_ward_name,lgd_vill_name,lgd_vill_panchayat_name,school_category,school_type,lowclass,highclass,managment,pincode,special_school_for_cwsn,shift_school,resi_school,resi_type,minority_school,medium_instr1,medium_of_instr2,medium_of_instr3,medium_of_instr4,aff_board_sec,aff_board_hsec,approachable_road,pre_primary,anganwadi_yn,avg_instr_days,cce_yn,same_sch_b,same_sch_g,other_sch_b,other_sch_g,anganwadi_ecce_b,anganwadi_ecce_g
2739,5695128,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,021-S Hastsal,,,1,3,1,5,5,110043,2,2,3,0,2,19,0,0,0,0,0,1,1,9,230,1,19,14,4,8,0,0
2740,5931487,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,075-S Tigri,,,1,3,1,5,5,110080,2,2,3,0,2,19,0,0,0,0,0,1,2,9,215,1,0,0,0,0,0,0
2741,7176990,DELHI,WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,100-N Moti Nagar,,,2,3,1,8,5,110015,2,2,3,0,2,19,0,0,0,0,0,1,2,9,221,1,0,0,4,1,0,0
2742,1939741,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,019-S Ranhola,,,2,3,1,8,5,110041,2,2,3,0,2,19,0,0,0,0,0,1,1,9,230,1,0,0,1,2,0,0
2743,4578500,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,028-N Rithala,,,2,3,1,8,5,110086,2,2,3,0,2,19,0,0,0,0,0,1,1,9,220,1,63,54,0,0,0,0
2744,4555628,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,030-E Jhilmil,,,6,3,1,10,4,110032,2,2,3,0,1,4,19,0,0,1,0,1,2,2,220,1,0,0,0,0,0,0
2745,5200734,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,088-N Delhi Gate,,,6,1,1,10,4,110006,2,2,3,0,2,4,0,0,0,1,1,1,2,2,220,1,2,0,0,0,0,0
2746,1645541,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,090-N Ballimaran,,,7,1,6,10,1,110006,2,2,3,0,2,4,0,0,0,1,0,1,9,9,220,1,0,0,0,0,0,0
2747,8955199,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,088-S Chirag Delhi,,,3,3,1,12,5,110017,2,2,3,0,2,19,0,0,0,1,1,1,1,9,228,1,71,65,8,4,0,0
2748,3919945,DELHI,SOUTH WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,065-S R.K. Puram,,,3,3,1,12,5,110029,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,59,45,5,1,0,0
2749,4307315,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,025-N Rohini-B,,,3,3,1,12,5,110085,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,86,48,1,1,0,0
2750,7896823,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,041-N Aman Vihar,,,3,3,1,12,5,110086,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,39,26,8,5,0,0
2751,6089802,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,067-N Paschim Vihar,,,3,3,1,12,5,110087,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,39,44,13,14,0,0
2752,7159419,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,004-E New Ashok Nagar,,,3,3,1,12,5,110096,2,2,3,0,1,4,19,0,0,1,1,1,1,9,220,1,61,43,27,29,0,0
2753,8907797,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,093-N Paharganj,,,3,2,1,12,1,110055,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,0,36,0,0,0,0
2754,3143142,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,047-N Sultan Puri-B,,,5,3,6,12,1,110086,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
2755,6855906,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,001-N Narela,,,3,3,1,12,1,110040,2,2,3,0,2,4,19,0,0,1,1,1,1,2,224,1,15,20,1,0,0,0
2756,5885520,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,085-N Jama Masjid,,,5,2,6,12,1,110002,2,1,3,0,2,4,0,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
2757,9322294,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,046-E Ghonda,,,5,1,6,12,1,110053,2,2,3,0,2,4,19,0,0,1,1,1,9,9,230,1,0,0,0,0,0,0
2758,5989395,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,014-N G.T.B. Nagar,,,1,3,1,5,3,110009,2,2,3,0,2,4,19,0,0,0,0,1,1,2,220,1,7,11,0,0,0,2
2759,9128678,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,019-N Sarup Nagar,,,1,3,1,5,5,110042,2,2,3,0,2,19,0,0,0,0,0,1,2,9,224,1,0,0,1,4,0,0
2760,6615024,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,028-S Uttam Nagar,,,1,3,1,5,5,110059,2,2,3,0,2,19,4,0,0,0,0,1,1,9,240,1,10,13,4,3,1,0
2761,5006553,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,036-N Rani Khera,,,2,3,1,8,5,110081,2,2,3,0,1,19,4,0,0,0,0,1,2,9,226,1,0,0,6,5,12,10
2762,1129409,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,058-E Mustafabad,,,2,3,1,8,5,110094,2,2,3,0,1,19,0,0,0,0,0,1,2,9,238,1,0,0,0,0,0,0
2763,2195551,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,VIKAS NAGAR,,,6,3,1,10,5,110059,2,2,3,0,2,19,0,0,0,1,0,1,1,9,222,1,23,12,1,0,0,0
2764,6549481,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,088-N Delhi Gate,,,6,1,1,10,4,110006,2,1,3,0,1,18,19,0,0,1,0,1,2,2,222,1,0,0,0,0,0,0
2765,5478636,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,001-N Narela,,,3,3,1,12,5,110040,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,23,21,10,9,0,0
2766,4105985,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,029-N Nangal Thakran,,,3,3,1,12,5,110039,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,49,37,21,21,0,0
2767,2274880,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,102-S Abul Fazal Enclave,,,3,3,1,12,5,110025,2,2,3,0,2,19,0,0,0,1,1,1,1,9,225,1,73,73,3,2,0,0
2768,4374518,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,030-N Bawana,,,5,3,6,12,1,110039,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
2769,5127817,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,015-S Janakpuri West,,,3,2,1,12,1,110058,2,2,3,0,2,19,4,0,0,1,1,1,1,2,220,1,0,67,0,5,0,0
2770,5239070,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,035-E Dilshad Garden,,,3,3,1,12,1,110095,2,1,3,0,2,4,19,0,0,1,1,1,1,2,220,1,35,38,0,3,0,0
2771,5481110,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,080-N Sadar Bazar,,,3,2,1,12,1,110006,2,2,3,0,2,4,0,0,0,1,1,1,1,2,220,1,0,5,0,0,0,0
2772,6008233,DELHI,NORTH WEST A,2,,,,,5,2,6,12,1,110040,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
2773,9275337,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,067-N Paschim Vihar,,,3,3,1,12,1,110063,2,2,3,0,2,19,4,0,0,1,1,1,1,2,223,1,19,14,14,5,2,0
2774,7849693,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,053-N Rohini-E,,,3,3,1,12,1,110085,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,28,36,2,3,0,0
2775,5798952,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,030-N Bawana,,,3,3,1,12,1,110039,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,3,3,0,0,0,0
2776,8455927,DELHI,WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,HARI NAGAR-A,,,5,1,6,12,1,110064,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
2777,2722353,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,048-S Bijwasan,,,1,1,1,5,3,110061,2,2,3,0,2,4,0,0,0,0,0,1,1,2,210,1,49,0,2,0,0,0
2778,8287645,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,090-N Ballimaran,,,1,3,1,5,3,110006,2,2,3,0,2,18,19,0,0,0,0,1,1,2,227,1,5,11,1,0,0,0
2779,6966786,DELHI,WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,098-N West Patel Nagar,,,1,2,1,5,3,110008,2,1,3,0,2,4,0,0,0,0,0,1,1,2,221,1,0,25,0,0,0,0
2780,8558203,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,078-S Sangam Vihar-B,,,1,3,1,5,5,110080,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,2,4,1,0,0,0
2781,6759445,DELHI,CENTRAL,2,North Delhi Municipal Corporation-Municipal Corporations,087-N Bazar Sita Ram,,,7,1,6,10,4,110006,2,2,3,0,2,4,0,0,0,1,0,1,9,9,220,1,0,0,0,0,0,0
2782,5345574,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,037-N Nangloi,,,6,3,1,10,5,110041,2,2,3,0,2,19,0,0,0,1,0,1,1,9,220,1,34,22,1,0,0,0
2783,8350102,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,046-N Mangol Puri-D,,,1,3,1,5,5,110086,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,0,0,0,0
2784,7537002,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,096-S Molarband,,,2,3,1,8,5,110044,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,0,0,0,0
2785,8790021,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,046-E Ghonda,,,2,3,1,8,5,110053,2,2,3,0,2,19,0,0,0,0,0,1,2,9,231,1,0,0,2,1,0,0
2786,3408225,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,021-N Jahangir Puri,,,2,3,1,8,5,110033,2,2,3,0,2,19,0,0,0,0,0,1,2,9,230,1,0,0,42,33,0,0
2787,8965735,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,020-S Vikaspuri,,,1,3,1,5,3,110018,2,2,3,0,2,4,19,0,0,0,0,1,1,2,228,1,5,14,0,0,0,0
2788,6651265,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,034-E New Seemapuri,,,1,3,1,5,3,110095,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,24,25,0,0,0,0
2789,8339504,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,055-S Daryaganj,,,2,3,1,8,5,110013,2,2,3,0,2,19,0,0,0,0,0,1,1,9,220,1,12,14,0,1,0,0
2790,4277913,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,061-E Karawal Nagar-West,,,2,3,1,8,5,110094,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,0,0,0,0
2791,5713161,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,022-E Anarkali,,,1,3,1,5,5,110051,2,2,3,0,2,19,4,0,0,0,0,1,1,9,240,1,16,7,2,1,0,0
2792,6990754,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,012-N Timarpur,,,2,3,1,8,5,110084,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,0,0,0,0
2793,3753427,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,012-N Timarpur,,,2,1,1,8,5,110054,2,2,3,0,1,19,0,0,0,0,0,1,2,9,220,1,2,0,19,0,0,0
2794,5550037,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,039-E Welcome Colony,,,2,3,1,8,5,110032,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,3,1,1,0
2795,9642769,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,001-E Mayur Vihar Phase-I,,,3,1,1,12,1,110091,2,1,3,0,2,4,19,0,0,1,1,1,1,2,220,1,62,0,2,0,0,0
2796,3262653,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,082-S Tughlakabad Extension,,,3,2,1,12,1,110019,2,1,3,0,2,4,19,0,0,1,1,1,1,1,220,1,0,72,0,4,0,0
2797,2619913,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,078-N Kamla Nagar,,,3,3,1,12,1,110007,2,2,3,0,2,4,19,0,0,1,1,1,2,2,220,1,0,0,3,0,0,0
2798,4301878,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,MUNDKA,,,3,3,1,12,1,110041,2,1,3,0,2,4,19,0,0,1,1,1,1,2,220,1,29,34,6,3,0,0
2799,3409245,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,026-S Mohan Garden-North,,,5,2,6,12,1,110059,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
2800,5629097,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,079-S Madangir,,,5,1,6,12,1,110062,2,2,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
2801,1361013,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,057-N Rohini-F,,,3,3,1,12,5,110085,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,126,103,3,3,0,0
2802,8388288,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,064-N Pitampura,,,1,3,1,5,5,110034,2,2,3,0,2,19,0,0,0,0,0,1,2,9,210,1,1,0,47,38,0,0
2803,6054174,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,033-N Begumpur,,,3,3,1,12,5,110086,2,2,3,0,2,19,0,0,0,1,1,1,1,9,230,1,34,29,0,1,0,0
2804,4718884,DELHI,NEW DELHI,2,New Delhi Municipal Council-NCT Municipal Council,ward-1,,,3,3,1,12,4,110001,2,2,3,0,1,19,0,0,0,1,1,1,2,2,220,1,0,0,4,2,0,0
2805,3189606,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,053-N Rohini-E,,,3,3,1,12,5,110085,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,26,42,15,7,0,0
2806,5666059,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,067-N Paschim Vihar,,,3,2,1,12,1,110063,2,2,3,0,2,19,4,0,0,1,1,1,1,2,220,1,0,68,0,2,0,0
2807,6430132,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,046-E Ghonda,,,5,2,6,12,1,110053,2,1,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
2808,7452006,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,002-E Trilokpuri-East,,,3,2,1,12,1,110091,2,1,3,0,2,4,19,0,0,1,1,1,1,2,220,1,0,65,0,1,0,0
2809,5085783,DELHI,SOUTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,102-N Rajinder Nagar,,,1,3,1,5,3,110012,2,2,3,0,2,4,0,0,0,0,0,1,1,2,224,1,6,10,1,0,0,0
2810,2505545,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,003-N Alipur,,,1,3,1,5,3,110040,2,2,3,0,2,4,0,0,0,0,0,1,1,2,226,1,18,9,0,0,0,0
2811,2549455,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,029-S Bindapur,,,1,3,1,5,5,110059,2,2,3,0,2,19,0,0,0,0,0,1,1,9,220,1,7,6,3,6,0,0
2812,7199199,DELHI,SOUTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,104-N Naraina,,,1,3,1,5,3,110028,2,2,3,0,2,19,0,0,0,0,0,1,1,2,222,1,16,13,0,0,0,0
2813,5182127,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,SAINIK ENCLAVE,,,6,3,1,10,5,110059,2,2,3,0,2,19,0,0,0,1,0,1,2,9,240,1,0,0,12,6,0,0
2814,1052508,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,057-E Karawal Nagar-East,,,1,3,1,5,5,110094,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,13,11,0,0,0,0
2815,5299672,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,095-S Badarpur,,,1,3,1,5,5,110044,2,2,3,0,2,19,0,0,0,0,0,1,2,9,215,1,0,0,0,1,1,1
2816,4039134,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,055-E Harsh Vihar,,,2,3,1,8,5,110093,2,2,3,0,2,19,0,0,0,0,0,1,1,9,222,1,18,12,4,8,0,0
2817,2464869,DELHI,WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,002-S Punjabi Bagh,,,1,3,1,5,3,110026,2,2,3,0,2,4,19,0,0,0,0,1,1,2,228,1,21,13,0,0,0,0
2818,8751982,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,002-N Bakhtawarpur,,,1,3,1,5,3,110036,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,3,6,0,0,0,0
2819,1932956,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,054-E Saboli,,,2,3,1,8,5,110093,2,2,3,0,2,19,4,0,0,0,0,1,2,9,220,1,6,6,9,7,0,0
2820,3736537,DELHI,NORTH WEST B-II,2,North Delhi Municipal Corporation-Municipal Corporations,036-N Rani Khera,,,2,3,1,8,5,110081,2,2,3,0,2,19,0,0,0,0,0,1,1,9,240,1,24,16,0,0,0,0
2821,5866321,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,055-E Harsh Vihar,,,7,2,6,10,1,110093,2,1,3,0,2,4,19,0,0,1,0,1,9,9,220,1,0,0,0,0,0,0
2822,8228181,DELHI,NORTH,2,North Delhi Municipal Corporation-Municipal Corporations,BURARI,,,6,3,1,10,5,110084,2,2,3,0,2,19,0,0,0,1,0,1,1,9,220,1,24,29,1,0,0,0
2823,5959962,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,075-N Ashok Vihar,,,3,1,1,12,1,110052,2,1,3,0,2,4,19,0,0,1,1,1,1,2,220,1,33,0,0,0,0,0
2824,9619948,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,063-N Shalimar Bagh -South,,,3,3,1,12,5,110088,2,2,3,0,2,19,0,0,0,1,1,1,1,9,220,1,67,54,18,14,0,0
2825,2444910,DELHI,NORTH WEST B-I,2,North Delhi Municipal Corporation-Municipal Corporations,065-N Saraswati Vihar,,,3,3,1,12,1,110034,2,2,3,0,2,19,4,0,0,1,1,1,1,2,220,1,12,16,3,1,0,0
2826,1627126,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,021-E Krishna Nagar,,,3,3,1,12,1,110031,2,2,3,0,2,4,19,0,0,1,1,1,1,2,220,1,0,0,2,2,0,0
2827,9722899,DELHI,WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,RAMESH NAGAR,,,3,3,1,12,5,110015,2,2,3,0,1,19,0,0,0,1,1,1,1,9,220,1,27,25,8,10,0,0
2828,6556296,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,057-E Karawal Nagar-East,,,3,3,1,12,5,110094,2,2,3,0,1,19,0,0,0,1,1,1,2,9,220,1,0,0,34,42,0,0
2829,3256469,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,SHASTRI PARK,,,1,3,1,5,3,110053,2,1,3,0,2,4,19,0,0,0,0,1,1,2,224,1,30,33,0,1,0,0
2830,7576301,DELHI,WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,098-N West Patel Nagar,,,1,3,1,5,3,110008,2,2,3,0,2,4,19,0,0,0,0,1,1,2,221,1,48,39,5,1,0,1
2831,4189206,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,017-E Vishwas Nagar,,,1,2,1,5,3,110032,2,1,3,0,2,4,19,0,0,0,0,1,1,2,238,1,0,18,0,0,0,0
2832,6188208,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,087-S Chitaranjan Park,,,1,2,1,5,3,110019,2,1,3,0,2,4,19,0,0,0,0,1,1,2,220,1,0,23,0,0,0,0
2833,3644042,DELHI,WEST A,2,South Delhi Municipal Corporation-Municipal Corporations,005-S Rajouri Garden,,,1,3,1,5,3,110027,2,2,3,0,2,4,0,0,0,0,0,1,1,2,228,1,8,9,3,0,0,0
2834,3530266,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,038-E Rohtash Nagar,,,4,3,6,8,4,110093,2,1,3,0,2,4,19,0,0,0,0,1,9,9,224,1,0,0,0,0,0,0
2835,4793798,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,051-E Janta Colony,,,5,1,6,12,1,110032,2,1,3,0,2,4,19,0,0,1,1,1,9,9,220,1,0,0,0,0,0,0
2836,8786069,DELHI,SOUTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,103-N Inderpuri,,,3,3,1,12,1,110028,2,2,3,0,2,4,19,0,0,1,1,1,1,2,224,1,17,19,4,3,1,0
2837,9496934,DELHI,EAST,2,East Delhi Municipal Corporation-Municipal Corporations,011-E Mayur Vihar Phase-II,,,1,3,1,5,5,110091,2,2,3,0,2,19,4,0,0,0,0,1,2,9,222,1,0,0,3,4,0,0
2838,8622943,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,096-S Molarband,,,1,2,1,5,3,110044,2,1,3,0,2,4,19,0,0,0,0,1,1,2,213,1,0,48,0,1,0,7
2839,3345556,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,006-N Kadipur,,,1,3,1,5,3,110036,2,2,3,0,2,4,19,0,0,0,0,1,1,2,220,1,22,25,1,1,4,5
2840,7661573,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,103-S Madanpur Khadar,,,1,1,1,5,3,110076,2,2,3,0,2,4,0,0,0,0,0,1,2,2,220,1,0,0,1,0,1,0
2841,8190496,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,002-N Bakhtawarpur,,,1,3,1,5,3,110036,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,1,2,0,1,0,0
2842,7390648,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,042-E Seelampur,,,1,1,1,5,3,110053,2,1,3,0,2,4,18,0,0,0,0,1,2,2,220,1,0,0,19,0,0,0
2843,2656754,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,076-N Sangam Park,,,1,3,1,5,3,110007,2,2,3,0,2,4,19,0,0,0,0,1,1,2,228,1,13,15,0,1,0,0
2844,2491359,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,SAID-UL-AJAIB,,,1,1,1,5,3,110068,2,1,3,0,2,4,0,0,0,0,0,1,2,2,220,1,0,0,0,0,0,0
2845,9289823,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,056-S Sidharth Nagar,,,1,1,1,5,3,110014,2,2,3,0,2,19,0,0,0,0,0,1,2,2,222,1,0,0,9,0,0,0
2846,7734467,DELHI,NORTH WEST A,2,North Delhi Municipal Corporation-Municipal Corporations,031-N Pooth Khurd,,,1,1,1,5,3,110042,2,2,3,0,2,4,19,0,0,0,0,1,1,2,228,1,35,0,0,0,0,0
2847,7002004,DELHI,SOUTH WEST B-I,2,South Delhi Municipal Corporation-Municipal Corporations,052-S Mahavir Enclave,,,1,3,1,5,5,110045,2,2,3,0,2,19,0,0,0,0,0,1,1,9,220,1,16,11,1,3,0,0
2848,1819819,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,043-E Gautam Puri,,,1,1,1,5,3,110053,2,1,3,0,2,4,0,0,0,0,0,1,2,2,224,1,0,0,9,0,0,0
2849,5751822,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,019-S Ranhola,,,1,3,1,5,3,110041,2,2,3,0,2,4,0,0,0,0,0,1,1,2,220,1,15,20,0,2,0,1
2850,9488820,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,088-S Chirag Delhi,,,1,3,1,5,3,110017,2,2,3,0,2,4,19,0,0,0,0,1,1,2,231,1,15,24,0,0,0,0
2851,5811208,DELHI,SOUTH,2,South Delhi Municipal Corporation-Municipal Corporations,LADO SARAI,,,1,1,1,5,3,110030,2,2,3,0,2,4,19,0,0,0,0,1,1,2,217,1,26,0,0,0,8,0
2852,2412924,DELHI,NORTH EAST II,2,East Delhi Municipal Corporation-Municipal Corporations,033-E Sunder Nagri,,,1,1,1,5,3,110093,2,1,3,0,2,4,0,0,0,0,0,1,2,2,225,1,0,0,15,0,0,0
2853,8580950,DELHI,WEST B,2,North Delhi Municipal Corporation-Municipal Corporations,038-N Nilothi,,,1,3,1,5,5,110041,2,2,3,0,1,19,0,0,0,0,0,1,2,9,230,1,1,0,18,14,0,0
2854,6938031,DELHI,NORTH EAST I,2,East Delhi Municipal Corporation-Municipal Corporations,063-E Khajoori Khas,,,1,3,1,5,5,110094,2,2,3,0,2,19,0,0,0,0,0,1,2,9,217,1,0,0,0,0,0,0
2855,7289918,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,096-S Molarband,,,1,3,1,5,5,110044,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,0,0,0,0,0
2856,7097527,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,096-S Molarband,,,1,3,1,5,5,110044,2,2,3,0,2,19,0,0,0,0,0,1,2,9,220,1,0,1,0,0,0,0
2857,7821149,DELHI,WEST B,2,South Delhi Municipal Corporation-Municipal Corporations,028-S Uttam Nagar,,,2,3,1,8,5,110059,2,2,3,0,2,19,0,0,0,0,0,1,1,9,220,1,53,36,1,1,0,0
2858,7123088,DELHI,SOUTH EAST,2,South Delhi Municipal Corporation-Municipal Corporations,095-S Badarpur,,,3,3,1,12,5,110044,2,2,3,0,1,19,0,0,0,1,1,1,1,9,220,1,41,96,0,2,0,0
